voltage,current,power,power_factor,frequency,hour,day_of_week,apparent_power,reactive_power_estimate,power_change,power_ratio,voltage_deviation,frequency_deviation,power_factor_deviation,night_flag,high_load_flag,condition,label
229.53,0.65,138.19,0.926,50.115,5,5,149.195,56.324,8.19,1.063,0.47,0.115,0.024,1,0,NORMAL,0
227.24,0.448,99.14,0.974,50.018,5,5,101.804,23.063,-30.86,0.763,2.76,0.018,0.024,1,0,NORMAL,0
223.46,1.406,290.28,0.924,50.054,6,5,314.185,120.142,-209.72,0.581,6.54,0.054,0.026,0,0,NORMAL,0
228.52,2.124,479.72,0.988,50.025,6,5,485.376,74.968,-20.28,0.959,1.48,0.025,0.038,0,0,NORMAL,0
228.52,2.198,474.14,0.944,49.97,6,5,502.287,165.727,-25.86,0.948,1.48,0.03,0.006,0,0,NORMAL,0
227.99,3.273,708.77,0.95,50.026,6,5,746.211,233.004,208.77,1.418,2.01,0.026,0.0,0,0,NORMAL,0
233.62,2.546,542.99,0.913,50.019,7,5,594.797,242.653,42.99,1.086,3.62,0.019,0.037,0,0,NORMAL,0
228.33,3.213,676.35,0.922,49.991,7,5,733.624,284.052,176.35,1.353,1.67,0.009,0.028,0,0,NORMAL,0
231.96,2.221,504.02,0.978,50.077,7,5,515.183,107.47,4.02,1.008,1.96,0.077,0.028,0,0,NORMAL,0
229.93,2.703,614.66,0.989,49.982,7,5,621.501,91.93,114.66,1.229,0.07,0.018,0.039,0,0,NORMAL,0
228.99,2.927,652.83,0.974,50.005,8,5,670.254,151.845,152.83,1.306,1.01,0.005,0.024,0,0,NORMAL,0
232.3,2.455,549.39,0.963,49.97,8,5,570.297,153.696,49.39,1.099,2.3,0.03,0.013,0,0,NORMAL,0
230.06,2.972,633.68,0.927,49.994,8,5,683.738,256.444,133.68,1.267,0.06,0.006,0.023,0,0,NORMAL,0
232.54,1.706,368.16,0.928,50.038,8,5,396.713,147.807,-131.84,0.736,2.54,0.038,0.022,0,0,NORMAL,0
228.14,2.062,455.86,0.969,50.045,9,5,470.425,116.223,30.86,1.073,1.86,0.045,0.019,0,0,NORMAL,0
228.45,2.222,483.29,0.952,50.106,9,5,507.616,155.38,58.29,1.137,1.55,0.106,0.002,0,0,NORMAL,0
227.36,1.412,306.59,0.955,50.064,9,5,321.032,95.22,-118.41,0.721,2.64,0.064,0.005,0,0,NORMAL,0
229.67,2.041,462.37,0.986,50.015,9,5,468.756,78.163,37.37,1.088,0.33,0.015,0.036,0,0,NORMAL,0
230.19,1.931,411.84,0.926,50.04,10,5,444.497,167.808,-13.16,0.969,0.19,0.04,0.024,0,0,NORMAL,0
228.26,2.364,501.77,0.93,49.914,10,5,539.607,198.338,76.77,1.181,1.74,0.086,0.02,0,0,NORMAL,0
230.04,1.316,287.47,0.95,50.032,10,5,302.733,94.528,-137.53,0.676,0.04,0.032,0.0,0,0,NORMAL,0
229.19,2.04,423.28,0.906,49.992,10,5,467.548,197.902,-1.72,0.996,0.81,0.008,0.044,0,0,NORMAL,0
231.32,1.417,315.23,0.962,50.033,11,5,327.78,89.5,-109.77,0.742,1.32,0.033,0.012,0,0,NORMAL,0
230.29,1.445,321.73,0.967,50.009,11,5,332.769,84.782,-103.27,0.757,0.29,0.009,0.017,0,0,NORMAL,0
227.63,1.483,317.15,0.939,49.921,11,5,337.575,116.098,-107.85,0.746,2.37,0.079,0.011,0,0,NORMAL,0
229.84,2.141,462.21,0.939,50.069,11,5,492.087,169.237,37.21,1.088,0.16,0.069,0.011,0,0,NORMAL,0
228.2,2.161,466.77,0.947,50.101,12,5,493.14,158.413,41.77,1.098,1.8,0.101,0.003,0,0,NORMAL,0
227.53,1.79,372.66,0.915,50.062,12,5,407.279,164.318,-52.34,0.877,2.47,0.062,0.035,0,0,NORMAL,0
229.46,1.365,307.66,0.982,50.046,12,5,313.213,59.16,-117.34,0.724,0.54,0.046,0.032,0,0,NORMAL,0
229.74,1.759,398.39,0.986,49.993,12,5,404.113,67.384,-26.61,0.937,0.26,0.007,0.036,0,0,NORMAL,0
229.95,2.502,539.42,0.938,50.058,13,5,575.335,199.431,114.42,1.269,0.05,0.058,0.012,0,0,NORMAL,0
232.07,1.179,253.12,0.925,49.95,13,5,273.611,103.963,-171.88,0.596,2.07,0.05,0.025,0,0,NORMAL,0
227.55,1.959,437.91,0.982,49.956,13,5,445.77,84.198,12.91,1.03,2.45,0.044,0.032,0,0,NORMAL,0
226.23,1.747,379.83,0.961,49.948,13,5,395.224,109.298,-45.17,0.894,3.77,0.052,0.011,0,0,NORMAL,0
234.29,1.486,337.64,0.97,50.091,14,5,348.155,84.638,-87.36,0.794,4.29,0.091,0.02,0,0,NORMAL,0
229.0,2.621,553.18,0.922,49.953,14,5,600.209,232.395,128.18,1.302,1.0,0.047,0.028,0,0,NORMAL,0
230.46,1.526,318.45,0.905,50.064,14,5,351.682,149.61,-106.55,0.749,0.46,0.064,0.045,0,0,NORMAL,0
228.0,2.673,558.17,0.916,49.988,14,5,609.444,244.496,133.17,1.313,2.0,0.012,0.034,0,0,NORMAL,0
229.81,1.264,267.94,0.922,49.885,15,5,290.48,112.471,-157.06,0.63,0.19,0.115,0.028,0,0,NORMAL,0
229.75,1.207,263.93,0.951,50.048,15,5,277.308,85.741,-161.07,0.621,0.25,0.048,0.001,0,0,NORMAL,0
231.07,2.15,458.72,0.924,49.995,15,5,496.8,189.973,33.72,1.079,1.07,0.005,0.026,0,0,NORMAL,0
232.45,1.935,440.35,0.979,50.005,15,5,449.791,91.694,15.35,1.036,2.45,0.005,0.029,0,0,NORMAL,0
229.31,1.692,360.47,0.929,49.996,16,5,387.993,143.588,-64.53,0.848,0.69,0.004,0.021,0,0,NORMAL,0
229.54,1.814,374.9,0.9,49.994,16,5,416.386,181.498,-50.1,0.882,0.46,0.006,0.05,0,0,NORMAL,0
230.04,2.546,549.52,0.938,50.027,16,5,585.682,203.018,124.52,1.293,0.04,0.027,0.012,0,0,NORMAL,0
232.08,1.669,378.61,0.978,50.038,16,5,387.342,80.801,-46.39,0.891,2.08,0.038,0.028,0,0,NORMAL,0
227.68,3.966,834.0,0.924,49.901,17,5,902.979,345.292,84.0,1.112,2.32,0.099,0.026,0,0,NORMAL,0
229.8,4.013,845.85,0.917,50.072,17,5,922.187,367.849,95.85,1.128,0.2,0.072,0.033,0,0,NORMAL,0
229.26,4.312,955.89,0.967,49.97,17,5,988.569,251.864,205.89,1.275,0.74,0.03,0.017,0,0,NORMAL,0
233.81,3.892,900.07,0.989,49.902,17,5,909.989,134.601,150.07,1.2,3.81,0.098,0.039,0,0,NORMAL,0
230.07,4.678,978.43,0.909,49.951,18,5,1076.267,448.584,228.43,1.305,0.07,0.049,0.041,0,0,NORMAL,0
228.01,2.632,557.26,0.928,50.025,18,5,600.122,223.594,-192.74,0.743,1.99,0.025,0.022,0,0,NORMAL,0
232.1,3.727,809.81,0.936,50.076,18,5,865.037,304.493,59.81,1.08,2.1,0.076,0.014,0,0,NORMAL,0
230.31,4.605,988.23,0.932,49.96,18,5,1060.578,384.415,238.23,1.318,0.31,0.04,0.018,0,0,NORMAL,0
230.94,2.343,524.08,0.969,49.967,19,5,541.092,133.683,-225.92,0.699,0.94,0.033,0.019,0,0,NORMAL,0
226.57,3.783,776.74,0.906,49.943,19,5,857.114,362.797,26.74,1.036,3.43,0.057,0.044,0,0,NORMAL,0
228.15,3.408,745.43,0.959,49.995,19,5,777.535,220.358,-4.57,0.994,1.85,0.005,0.009,0,0,NORMAL,0
230.91,3.039,676.41,0.964,50.023,19,5,701.735,186.593,-73.59,0.902,0.91,0.023,0.014,0,0,NORMAL,0
230.8,4.113,924.16,0.973,49.938,20,5,949.28,219.099,174.16,1.232,0.8,0.062,0.023,0,0,NORMAL,0
230.19,4.155,870.13,0.91,49.975,20,5,956.439,396.548,120.13,1.16,0.19,0.025,0.04,0,0,NORMAL,0
227.25,3.621,801.13,0.974,49.986,20,5,822.872,186.42,51.13,1.068,2.75,0.014,0.024,0,0,NORMAL,0
227.89,2.832,597.56,0.926,50.111,20,5,645.384,243.648,-152.44,0.797,2.11,0.111,0.024,0,0,NORMAL,0
228.97,2.395,532.03,0.97,49.998,21,5,548.383,133.315,-217.97,0.709,1.03,0.002,0.02,0,0,NORMAL,0
229.95,2.562,557.34,0.946,50.012,21,5,589.132,190.977,-192.66,0.743,0.05,0.012,0.004,0,0,NORMAL,0
227.99,4.401,989.12,0.986,49.941,21,5,1003.384,167.31,239.12,1.319,2.01,0.059,0.036,0,0,NORMAL,0
231.71,2.513,557.47,0.957,50.023,21,5,582.287,168.914,-192.53,0.743,1.71,0.023,0.007,0,0,NORMAL,0
228.44,1.842,392.06,0.932,50.085,22,5,420.786,152.518,42.06,1.12,1.56,0.085,0.018,0,0,NORMAL,0
230.47,1.136,238.57,0.911,50.002,22,5,261.814,107.974,-111.43,0.682,0.47,0.002,0.039,0,0,NORMAL,0
232.41,0.966,219.46,0.978,49.99,22,5,224.508,46.833,-130.54,0.627,2.41,0.01,0.028,0,0,NORMAL,0
229.98,1.258,278.94,0.964,49.99,22,5,289.315,76.929,-71.06,0.797,0.02,0.01,0.014,0,0,NORMAL,0
228.98,1.392,288.72,0.906,50.073,23,5,318.74,134.916,-61.28,0.825,1.02,0.073,0.044,0,0,NORMAL,0
228.84,2.183,463.19,0.927,50.028,23,5,499.558,187.365,113.19,1.323,1.16,0.028,0.023,0,0,NORMAL,0
229.09,1.277,275.46,0.942,49.977,23,5,292.548,98.183,-74.54,0.787,0.91,0.023,0.008,0,0,NORMAL,0
228.43,2.068,449.01,0.95,50.009,23,5,472.393,147.505,99.01,1.283,1.57,0.009,0.0,0,0,NORMAL,0
228.89,0.437,96.15,0.961,49.931,0,6,100.025,27.662,-33.85,0.74,1.11,0.069,0.011,1,0,NORMAL,0
228.52,0.818,174.03,0.931,50.016,0,6,186.929,68.233,44.03,1.339,1.48,0.016,0.019,1,0,NORMAL,0
233.55,0.465,102.86,0.947,49.906,0,6,108.601,34.886,-27.14,0.791,3.55,0.094,0.003,1,0,NORMAL,0
230.98,0.667,140.61,0.913,49.958,0,6,154.064,62.852,10.61,1.082,0.98,0.042,0.037,1,0,NORMAL,0
232.15,0.574,121.65,0.912,50.053,1,6,133.254,54.66,-8.35,0.936,2.15,0.053,0.038,1,0,NORMAL,0
228.31,0.565,125.95,0.976,49.996,1,6,128.995,28.091,-4.05,0.969,1.69,0.004,0.026,1,0,NORMAL,0
229.35,0.757,168.85,0.972,49.964,1,6,173.618,40.797,38.85,1.299,0.65,0.036,0.022,1,0,NORMAL,0
228.33,0.58,128.89,0.973,50.004,1,6,132.431,30.566,-1.11,0.991,1.67,0.004,0.023,1,0,NORMAL,0
227.18,0.612,132.06,0.95,49.991,2,6,139.034,43.413,2.06,1.016,2.82,0.009,0.0,1,0,NORMAL,0
231.15,0.667,147.42,0.956,50.026,2,6,154.177,45.23,17.42,1.134,1.15,0.026,0.006,1,0,NORMAL,0
230.58,0.802,173.83,0.941,50.022,2,6,184.925,62.58,43.83,1.337,0.58,0.022,0.009,1,0,NORMAL,0
233.14,0.792,167.57,0.907,50.094,2,6,184.647,77.76,37.57,1.289,3.14,0.094,0.043,1,0,NORMAL,0
227.99,0.667,146.27,0.962,50.029,3,6,152.069,41.522,16.27,1.125,2.01,0.029,0.012,1,0,NORMAL,0
226.33,0.611,136.74,0.99,49.899,3,6,138.288,19.508,6.74,1.052,3.67,0.101,0.04,1,0,NORMAL,0
233.33,0.743,167.5,0.966,50.02,3,6,173.364,44.822,37.5,1.288,3.33,0.02,0.016,1,0,NORMAL,0
225.46,0.445,95.72,0.954,49.97,3,6,100.33,30.08,-34.28,0.736,4.54,0.03,0.004,1,0,NORMAL,0
227.43,0.839,186.28,0.977,50.052,4,6,190.814,40.689,56.28,1.433,2.57,0.052,0.027,1,0,NORMAL,0
229.28,0.775,169.46,0.954,49.97,4,6,177.692,53.273,39.46,1.304,0.72,0.03,0.004,1,0,NORMAL,0
228.83,0.697,156.47,0.981,50.012,4,6,159.495,30.943,26.47,1.204,1.17,0.012,0.031,1,0,NORMAL,0
229.31,0.697,148.69,0.93,50.039,4,6,159.829,58.747,18.69,1.144,0.69,0.039,0.02,1,0,NORMAL,0
229.52,0.502,109.8,0.953,49.989,5,6,115.219,34.908,-20.2,0.845,0.48,0.011,0.003,1,0,NORMAL,0
229.81,0.817,179.22,0.954,50.042,5,6,187.755,56.29,49.22,1.379,0.19,0.042,0.004,1,0,NORMAL,0
227.43,0.377,78.56,0.916,49.991,5,6,85.741,34.397,-51.44,0.604,2.57,0.009,0.034,1,0,NORMAL,0
228.89,0.494,105.23,0.93,50.005,5,6,113.072,41.561,-24.77,0.809,1.11,0.005,0.02,1,0,NORMAL,0
229.95,3.156,674.04,0.929,50.001,6,6,725.722,268.575,174.04,1.348,0.05,0.001,0.021,0,0,NORMAL,0
232.12,2.254,488.65,0.934,49.961,6,6,523.198,186.925,-11.35,0.977,2.12,0.039,0.016,0,0,NORMAL,0
229.39,2.874,624.61,0.947,50.045,6,6,659.267,211.779,124.61,1.249,0.61,0.045,0.003,0,0,NORMAL,0
228.43,2.286,489.84,0.938,50.01,6,6,522.191,181.01,-10.16,0.98,1.57,0.01,0.012,0,0,NORMAL,0
228.96,1.547,330.78,0.934,49.967,7,6,354.201,126.546,-169.22,0.662,1.04,0.033,0.016,0,0,NORMAL,0
228.34,2.252,466.59,0.907,50.006,7,6,514.222,216.554,-33.41,0.933,1.66,0.006,0.043,0,0,NORMAL,0
231.45,2.057,429.63,0.902,50.005,7,6,476.093,205.546,-70.37,0.859,1.45,0.005,0.048,0,0,NORMAL,0
230.09,2.752,592.35,0.936,49.976,7,6,633.208,222.889,92.35,1.185,0.09,0.024,0.014,0,0,NORMAL,0
227.88,2.098,451.52,0.945,50.075,8,6,478.092,156.37,-48.48,0.903,2.12,0.075,0.005,0,0,NORMAL,0
231.61,1.927,403.58,0.904,50.015,8,6,446.312,190.813,-96.42,0.807,1.61,0.015,0.046,0,0,NORMAL,0
229.79,2.763,598.71,0.943,49.961,8,6,634.91,211.293,98.71,1.197,0.21,0.039,0.007,0,0,NORMAL,0
228.81,2.863,603.03,0.921,49.954,8,6,655.083,255.196,103.03,1.206,1.19,0.046,0.029,0,0,NORMAL,0
231.37,1.389,293.41,0.913,49.964,9,6,321.373,131.107,-131.59,0.69,1.37,0.036,0.037,0,0,NORMAL,0
230.82,2.472,520.31,0.912,49.924,9,6,570.587,234.049,95.31,1.224,0.82,0.076,0.038,0,0,NORMAL,0
231.3,2.595,574.54,0.957,49.975,9,6,600.224,174.118,149.54,1.352,1.3,0.025,0.007,0,0,NORMAL,0
227.26,1.343,287.22,0.941,49.958,9,6,305.21,103.285,-137.78,0.676,2.74,0.042,0.009,0,0,NORMAL,0
229.78,2.583,539.76,0.91,49.965,10,6,593.522,246.079,114.76,1.27,0.22,0.035,0.04,0,0,NORMAL,0
233.91,1.585,364.42,0.983,49.97,10,6,370.747,68.071,-60.58,0.857,3.91,0.03,0.033,0,0,NORMAL,0
230.58,2.452,555.63,0.983,49.889,10,6,565.382,103.807,130.63,1.307,0.58,0.111,0.033,0,0,NORMAL,0
228.44,2.041,453.39,0.972,50.06,10,6,466.246,109.559,28.39,1.067,1.56,0.06,0.022,0,0,NORMAL,0
230.11,2.283,500.15,0.952,49.957,11,6,525.341,160.806,75.15,1.177,0.11,0.043,0.002,0,0,NORMAL,0
230.76,2.359,507.1,0.931,49.986,11,6,544.363,198.703,82.1,1.193,0.76,0.014,0.019,0,0,NORMAL,0
234.14,1.615,358.3,0.947,49.962,11,6,378.136,121.47,-66.7,0.843,4.14,0.038,0.003,0,0,NORMAL,0
233.51,1.633,346.78,0.909,50.028,11,6,381.322,158.933,-78.22,0.816,3.51,0.028,0.041,0,0,NORMAL,0
230.32,2.594,574.87,0.962,49.994,12,6,597.45,163.133,149.87,1.353,0.32,0.006,0.012,0,0,NORMAL,0
230.11,1.553,340.06,0.952,49.972,12,6,357.361,109.387,-84.94,0.8,0.11,0.028,0.002,0,0,NORMAL,0
229.7,1.432,302.67,0.92,50.027,12,6,328.93,128.914,-122.33,0.712,0.3,0.027,0.03,0,0,NORMAL,0
229.9,1.912,405.08,0.922,49.979,12,6,439.569,170.197,-19.92,0.953,0.1,0.021,0.028,0,0,NORMAL,0
230.74,1.556,324.12,0.903,49.976,13,6,359.031,154.254,-100.88,0.763,0.74,0.024,0.047,0,0,NORMAL,0
230.11,1.915,400.65,0.909,49.952,13,6,440.661,183.666,-24.35,0.943,0.11,0.048,0.041,0,0,NORMAL,0
228.4,1.444,322.99,0.979,50.032,13,6,329.81,67.235,-102.01,0.76,1.6,0.032,0.029,0,0,NORMAL,0
226.48,1.269,266.43,0.927,49.986,13,6,287.403,107.794,-158.57,0.627,3.52,0.014,0.023,0,0,NORMAL,0
232.25,2.638,570.25,0.931,50.002,14,6,612.675,223.638,145.25,1.342,2.25,0.002,0.019,0,0,NORMAL,0
232.05,1.292,288.21,0.961,49.927,14,6,299.809,82.912,-136.79,0.678,2.05,0.073,0.011,0,0,NORMAL,0
230.2,1.509,337.04,0.97,49.954,14,6,347.372,84.448,-87.96,0.793,0.2,0.046,0.02,0,0,NORMAL,0
232.0,1.843,388.22,0.908,49.969,14,6,427.576,179.142,-36.78,0.913,2.0,0.031,0.042,0,0,NORMAL,0
228.84,2.334,488.42,0.914,50.069,15,6,534.113,216.697,63.42,1.149,1.16,0.069,0.036,0,0,NORMAL,0
228.76,1.254,264.59,0.922,50.053,15,6,286.865,111.071,-160.41,0.623,1.24,0.053,0.028,0,0,NORMAL,0
231.9,2.316,515.07,0.959,50.024,15,6,537.08,152.212,90.07,1.212,1.9,0.024,0.009,0,0,NORMAL,0
233.78,1.42,306.92,0.925,50.058,15,6,331.968,126.137,-118.08,0.722,3.78,0.058,0.025,0,0,NORMAL,0
227.97,1.394,295.53,0.93,50.013,16,6,317.79,116.807,-129.47,0.695,2.03,0.013,0.02,0,0,NORMAL,0
232.48,1.925,417.66,0.933,50.019,16,6,447.524,161.053,-7.34,0.983,2.48,0.019,0.017,0,0,NORMAL,0
230.44,2.219,474.26,0.927,49.963,16,6,511.346,191.786,49.26,1.116,0.44,0.037,0.023,0,0,NORMAL,0
230.83,1.424,297.77,0.906,49.988,16,6,328.702,139.132,-127.23,0.701,0.83,0.012,0.044,0,0,NORMAL,0
231.41,3.507,784.06,0.966,50.034,17,6,811.555,209.821,34.06,1.045,1.41,0.034,0.016,0,0,NORMAL,0
227.84,2.553,525.3,0.903,50.033,17,6,581.676,249.911,-224.7,0.7,2.16,0.033,0.047,0,0,NORMAL,0
229.35,3.229,688.04,0.929,50.045,17,6,740.571,274.07,-61.96,0.917,0.65,0.045,0.021,0,0,NORMAL,0
232.64,4.412,987.65,0.962,49.919,17,6,1026.408,280.26,237.65,1.317,2.64,0.081,0.012,0,0,NORMAL,0
228.64,3.116,695.1,0.976,50.044,18,6,712.442,155.149,-54.9,0.927,1.36,0.044,0.026,0,0,NORMAL,0
228.91,3.299,734.18,0.972,50.0,18,6,755.174,177.451,-15.82,0.979,1.09,0.0,0.022,0,0,NORMAL,0
231.34,3.584,793.02,0.957,50.06,18,6,829.123,240.518,43.02,1.057,1.34,0.06,0.007,0,0,NORMAL,0
229.95,2.833,632.04,0.97,49.949,18,6,651.448,158.37,-117.96,0.843,0.05,0.051,0.02,0,0,NORMAL,0
229.44,3.694,819.03,0.966,49.98,19,6,847.551,219.128,69.03,1.092,0.56,0.02,0.016,0,0,NORMAL,0
231.13,4.311,904.55,0.908,50.087,19,6,996.401,417.462,154.55,1.206,1.13,0.087,0.042,0,0,NORMAL,0
229.03,2.305,520.3,0.986,50.083,19,6,527.914,88.027,-229.7,0.694,0.97,0.083,0.036,0,0,NORMAL,0
230.38,4.05,893.51,0.958,49.964,19,6,933.039,267.566,143.51,1.191,0.38,0.036,0.008,0,0,NORMAL,0
232.7,3.806,862.79,0.974,49.878,20,6,885.656,200.644,112.79,1.15,2.7,0.122,0.024,0,0,NORMAL,0
229.88,2.61,566.54,0.944,50.09,20,6,599.987,197.963,-183.46,0.755,0.12,0.09,0.006,0,0,NORMAL,0
232.67,2.413,516.8,0.92,49.971,20,6,561.433,220.036,-233.2,0.689,2.67,0.029,0.03,0,0,NORMAL,0
224.36,3.721,825.37,0.989,50.027,20,6,834.844,123.486,75.37,1.1,5.64,0.027,0.039,0,0,NORMAL,0
229.57,2.624,563.78,0.936,50.068,21,6,602.392,212.042,-186.22,0.752,0.43,0.068,0.014,0,0,NORMAL,0
228.36,3.837,810.16,0.925,49.986,21,6,876.217,332.934,60.16,1.08,1.64,0.014,0.025,0,0,NORMAL,0
229.09,2.664,576.71,0.945,50.048,21,6,610.296,199.61,-173.29,0.769,0.91,0.048,0.005,0,0,NORMAL,0
232.09,2.985,663.99,0.958,50.023,21,6,692.789,198.67,-86.01,0.885,2.09,0.023,0.008,0,0,NORMAL,0
229.15,1.935,407.61,0.919,50.051,22,6,443.405,174.816,57.61,1.165,0.85,0.051,0.031,0,0,NORMAL,0
231.1,2.321,501.67,0.935,50.106,22,6,536.383,190.227,151.67,1.433,1.1,0.106,0.015,0,0,NORMAL,0
230.75,1.858,421.54,0.983,49.974,22,6,428.734,78.718,71.54,1.204,0.75,0.026,0.033,0,0,NORMAL,0
228.79,2.127,477.22,0.981,49.972,22,6,486.636,94.411,127.22,1.363,1.21,0.028,0.031,0,0,NORMAL,0
230.82,2.186,469.03,0.93,50.073,23,6,504.573,185.46,119.03,1.34,0.82,0.073,0.02,0,0,NORMAL,0
231.21,1.944,407.26,0.906,49.842,23,6,449.472,190.252,57.26,1.164,1.21,0.158,0.044,0,0,NORMAL,0
227.79,1.1,231.35,0.923,49.965,23,6,250.569,96.419,-118.65,0.661,2.21,0.035,0.027,0,0,NORMAL,0
231.48,1.112,250.76,0.974,50.045,23,6,257.406,58.315,-99.24,0.716,1.48,0.045,0.024,0,0,NORMAL,0
228.12,0.62,132.77,0.939,50.019,0,0,141.434,48.642,2.77,1.021,1.88,0.019,0.011,1,0,NORMAL,0
229.16,0.857,184.53,0.94,50.06,0,0,196.39,67.003,54.53,1.419,0.84,0.06,0.01,1,0,NORMAL,0
232.41,0.385,85.92,0.96,50.017,0,0,89.478,25.054,-44.08,0.661,2.41,0.017,0.01,1,0,NORMAL,0
231.03,0.438,93.09,0.92,50.059,0,0,101.191,39.659,-36.91,0.716,1.03,0.059,0.03,1,0,NORMAL,0
227.15,0.583,130.92,0.988,49.889,1,0,132.428,20.454,0.92,1.007,2.85,0.111,0.038,1,0,NORMAL,0
229.22,0.547,123.59,0.985,49.921,1,0,125.383,21.635,-6.41,0.951,0.78,0.079,0.035,1,0,NORMAL,0
229.04,0.473,101.23,0.934,49.995,1,0,108.336,38.705,-28.77,0.779,0.96,0.005,0.016,1,0,NORMAL,0
227.06,0.655,145.61,0.979,49.981,1,0,148.724,30.319,15.61,1.12,2.94,0.019,0.029,1,0,NORMAL,0
231.12,0.743,156.92,0.914,50.054,2,0,171.722,69.67,26.92,1.207,1.12,0.054,0.036,1,0,NORMAL,0
228.97,0.555,121.36,0.955,49.968,2,0,127.078,37.692,-8.64,0.934,1.03,0.032,0.005,1,0,NORMAL,0
226.91,0.507,111.97,0.973,50.07,2,0,115.043,26.553,-18.03,0.861,3.09,0.07,0.023,1,0,NORMAL,0
230.21,0.476,103.3,0.943,49.942,2,0,109.58,36.467,-26.7,0.795,0.21,0.058,0.007,1,0,NORMAL,0
229.52,0.651,141.34,0.945,50.078,3,0,149.418,48.87,11.34,1.087,0.48,0.078,0.005,1,0,NORMAL,0
229.55,0.573,124.33,0.946,49.933,3,0,131.532,42.638,-5.67,0.956,0.45,0.067,0.004,1,0,NORMAL,0
232.59,0.409,92.01,0.968,50.033,3,0,95.129,23.873,-37.99,0.708,2.59,0.033,0.018,1,0,NORMAL,0
228.88,0.484,106.14,0.959,50.061,3,0,110.778,31.395,-23.86,0.816,1.12,0.061,0.009,1,0,NORMAL,0
226.74,0.692,150.99,0.962,50.019,4,0,156.904,42.843,20.99,1.161,3.26,0.019,0.012,1,0,NORMAL,0
229.84,0.472,100.92,0.931,50.049,4,0,108.484,39.599,-29.08,0.776,0.16,0.049,0.019,1,0,NORMAL,0
229.99,0.789,164.14,0.904,49.937,4,0,181.462,77.581,34.14,1.263,0.01,0.063,0.046,1,0,NORMAL,0
231.32,0.607,131.0,0.934,49.952,4,0,140.411,50.165,1.0,1.008,1.32,0.048,0.016,1,0,NORMAL,0
225.28,0.809,168.04,0.922,50.001,5,0,182.252,70.566,38.04,1.293,4.72,0.001,0.028,1,0,NORMAL,0
229.89,0.309,70.16,0.989,49.964,5,0,71.036,10.507,-59.84,0.54,0.11,0.036,0.039,1,0,NORMAL,0
227.8,0.69,151.78,0.965,50.111,5,0,157.182,41.221,21.78,1.168,2.2,0.111,0.015,1,0,NORMAL,0
229.73,0.357,78.85,0.961,50.06,5,0,82.014,22.681,-51.15,0.607,0.27,0.06,0.011,1,0,NORMAL,0
229.62,2.047,439.13,0.934,49.944,6,0,470.032,167.93,-60.87,0.878,0.38,0.056,0.016,0,0,NORMAL,0
233.24,2.836,634.74,0.96,50.023,6,0,661.469,185.211,134.74,1.269,3.24,0.023,0.01,0,0,NORMAL,0
231.81,3.056,667.19,0.942,50.08,6,0,708.411,237.752,167.19,1.334,1.81,0.08,0.008,0,0,NORMAL,0
228.74,1.911,420.31,0.962,50.01,6,0,437.122,119.356,-79.69,0.841,1.26,0.01,0.012,0,0,NORMAL,0
231.06,1.607,354.62,0.955,49.99,7,0,371.313,110.134,-145.38,0.709,1.06,0.01,0.005,0,0,NORMAL,0
229.28,2.912,629.7,0.943,49.969,7,0,667.663,222.194,129.7,1.259,0.72,0.031,0.007,0,0,NORMAL,0
228.69,1.965,410.66,0.914,50.009,7,0,449.376,182.318,-89.34,0.821,1.31,0.009,0.036,0,0,NORMAL,0
229.25,2.74,571.6,0.91,50.008,7,0,628.145,260.434,71.6,1.143,0.75,0.008,0.04,0,0,NORMAL,0
230.18,1.506,328.18,0.947,50.026,8,0,346.651,111.356,-171.82,0.656,0.18,0.026,0.003,0,0,NORMAL,0
231.28,1.842,389.07,0.913,49.983,8,0,426.018,173.798,-110.93,0.778,1.28,0.017,0.037,0,0,NORMAL,0
228.51,3.327,696.59,0.916,50.107,8,0,760.253,304.997,196.59,1.393,1.49,0.107,0.034,0,0,NORMAL,0
230.11,1.533,328.86,0.932,50.093,8,0,352.759,127.86,-171.14,0.658,0.11,0.093,0.018,0,0,NORMAL,0
230.85,1.53,323.64,0.917,49.961,9,0,353.2,140.887,-101.36,0.762,0.85,0.039,0.033,0,0,NORMAL,0
228.55,2.736,584.78,0.935,50.051,9,0,625.313,221.766,159.78,1.376,1.45,0.051,0.015,0,0,NORMAL,0
229.93,1.716,362.73,0.92,49.993,9,0,394.56,154.635,-62.27,0.853,0.07,0.007,0.03,0,0,NORMAL,0
229.64,2.723,577.73,0.924,49.932,9,0,625.31,239.114,152.73,1.359,0.36,0.068,0.026,0,0,NORMAL,0
232.39,1.971,427.26,0.933,50.009,10,0,458.041,164.838,2.26,1.005,2.39,0.009,0.017,0,0,NORMAL,0
229.05,1.642,359.01,0.955,49.992,10,0,376.1,111.553,-65.99,0.845,0.95,0.008,0.005,0,0,NORMAL,0
231.43,2.678,594.68,0.96,49.906,10,0,619.77,173.535,169.68,1.399,1.43,0.094,0.01,0,0,NORMAL,0
228.86,1.279,279.19,0.954,49.947,10,0,292.712,87.757,-145.81,0.657,1.14,0.053,0.004,0,0,NORMAL,0
232.3,2.264,501.29,0.953,49.924,11,0,525.927,159.34,76.29,1.18,2.3,0.076,0.003,0,0,NORMAL,0
